Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,City,Category,Sub-Category,Sales,Quantity,Discount,Profit,Region
ORD-10168,2023-06-18,2023-06-19,First Class,CUST-20168,David,Consumer,India,Tamil Nadu,Madurai,Technology,Tables,6466.29,1,0.22,-289.59,South
ORD-10169,2023-06-19,2023-06-20,Same Day,CUST-20169,Meera,Consumer,India,Telangana,Warangal,Office Supplies,Accessories,5722.13,9,0.22,-176.38,South
ORD-10170,2023-06-20,2023-06-21,Second Class,CUST-20170,Ali,Consumer,India,Maharashtra,Nagpur,Furniture,Phones,5811.44,6,0.19,-229.52,West
ORD-10171,2023-06-21,2023-06-22,First Class,CUST-20171,John,Consumer,India,Telangana,Hyderabad,Office Supplies,Tables,5606.39,4,0.11,643.12,South
ORD-10172,2023-06-22,2023-06-23,Second Class,CUST-20172,David,Home Office,India,Karnataka,Bangalore,Furniture,Storage,2401.37,3,0.12,-194.62,South
ORD-10173,2023-06-23,2023-06-24,Same Day,CUST-20173,Ali,Consumer,India,Tamil Nadu,Madurai,Office Supplies,Chairs,5403.32,3,0.29,631.39,South
ORD-10174,2023-06-24,2023-06-25,Same Day,CUST-20174,Priya,Home Office,India,Tamil Nadu,Chennai,Technology,Phones,1173.5,2,0.03,24.51,South
ORD-10175,2023-06-25,2023-06-26,Second Class,CUST-20175,Priya,Corporate,India,Delhi,New Delhi,Furniture,Binders,4672.47,2,0.08,841.03,North
ORD-10176,2023-06-26,2023-06-27,Standard Class,CUST-20176,Ali,Home Office,India,Maharashtra,Nagpur,Technology,Tables,4562.67,5,0.15,757.09,West
ORD-10177,2023-06-27,2023-06-28,Second Class,CUST-20177,John,Home Office,India,Delhi,New Delhi,Technology,Binders,373.87,9,0.25,945.18,North
ORD-10178,2023-06-28,2023-06-29,Same Day,CUST-20178,Priya,Consumer,India,Telangana,Warangal,Office Supplies,Tables,5558.2,2,0.05,848.89,South
ORD-10179,2023-06-29,2023-06-30,Second Class,CUST-20179,Meera,Corporate,India,Tamil Nadu,Chennai,Furniture,Tables,6342.09,2,0.08,913.33,South
ORD-10180,2023-06-30,2023-07-01,Standard Class,CUST-20180,Sara,Corporate,India,Delhi,New Delhi,Technology,Storage,2018.42,6,0.02,816.37,North
ORD-10181,2023-07-01,2023-07-02,Second Class,CUST-20181,Ali,Corporate,India,Delhi,New Delhi,Office Supplies,Storage,5724.26,2,0.21,601.4,North
ORD-10182,2023-07-02,2023-07-03,Standard Class,CUST-20182,Ali,Corporate,India,Maharashtra,Pune,Furniture,Storage,760.36,4,0.07,-78.66,West
ORD-10183,2023-07-03,2023-07-04,Standard Class,CUST-20183,Priya,Home Office,India,Maharashtra,Pune,Furniture,Accessories,4279.78,6,0.12,53.22,West
ORD-10184,2023-07-04,2023-07-05,Second Class,CUST-20184,John,Corporate,India,Telangana,Warangal,Technology,Tables,3502.4,5,0.13,-23.45,South
ORD-10185,2023-07-05,2023-07-06,Second Class,CUST-20185,Meera,Home Office,India,Tamil Nadu,Chennai,Furniture,Phones,3912.28,1,0.27,484.66,South
ORD-10186,2023-07-06,2023-07-07,First Class,CUST-20186,John,Home Office,India,Maharashtra,Mumbai,Technology,Binders,6498.2,6,0.12,354.71,West
ORD-10187,2023-07-07,2023-07-08,Same Day,CUST-20187,David,Home Office,India,Maharashtra,Nagpur,Furniture,Storage,6124.94,1,0.04,827.2,West
ORD-10188,2023-07-08,2023-07-09,Standard Class,CUST-20188,David,Corporate,India,Telangana,Warangal,Office Supplies,Storage,5538.57,3,0.16,938.47,South
ORD-10189,2023-07-09,2023-07-10,First Class,CUST-20189,Sara,Consumer,India,Tamil Nadu,Madurai,Technology,Binders,2061.15,5,0.29,226.32,South
ORD-10190,2023-07-10,2023-07-11,Second Class,CUST-20190,Priya,Consumer,India,Maharashtra,Mumbai,Technology,Binders,6400.37,5,0.18,358.26,West
ORD-10191,2023-07-11,2023-07-12,Same Day,CUST-20191,Priya,Corporate,India,Tamil Nadu,Madurai,Furniture,Tables,863.05,6,0.3,962.97,South
ORD-10192,2023-07-12,2023-07-13,First Class,CUST-20192,Priya,Consumer,India,Karnataka,Bangalore,Furniture,Storage,6002.64,8,0.25,59.11,South
ORD-10193,2023-07-13,2023-07-14,Standard Class,CUST-20193,Sara,Consumer,India,Karnataka,Bangalore,Technology,Binders,2431.49,5,0.01,730.11,South
ORD-10194,2023-07-14,2023-07-15,First Class,CUST-20194,David,Home Office,India,Karnataka,Bangalore,Furniture,Accessories,565.65,1,0.2,-7.19,South
ORD-10195,2023-07-15,2023-07-16,Standard Class,CUST-20195,John,Home Office,India,Karnataka,Mysore,Office Supplies,Accessories,4751.63,5,0.09,585.9,South
ORD-10196,2023-07-16,2023-07-17,Second Class,CUST-20196,Sara,Corporate,India,Karnataka,Bangalore,Furniture,Storage,1772.7,3,0.17,29.7,South
ORD-10197,2023-07-17,2023-07-18,Same Day,CUST-20197,Sara,Corporate,India,Telangana,Warangal,Office Supplies,Binders,1856.28,4,0.08,848.85,South
ORD-10198,2023-07-18,2023-07-19,Same Day,CUST-20198,John,Consumer,India,Karnataka,Mysore,Office Supplies,Tables,2281.12,8,0.1,429.92,South
ORD-10199,2023-07-19,2023-07-20,Same Day,CUST-20199,Priya,Home Office,India,Tamil Nadu,Chennai,Office Supplies,Tables,633.06,7,0.28,-58.29,South
ORD-10200,2023-07-20,2023-07-21,Second Class,CUST-20200,Meera,Corporate,India,Tamil Nadu,Madurai,Office Supplies,Tables,1404.46,5,0.06,-8.32,South
ORD-10201,2023-07-21,2023-07-22,Standard Class,CUST-20201,John,Corporate,India,Maharashtra,Pune,Office Supplies,Chairs,234.95,2,0.26,342.0,West
ORD-10202,2023-07-22,2023-07-23,Second Class,CUST-20202,David,Corporate,India,Karnataka,Bangalore,Furniture,Storage,3228.78,6,0.01,950.08,South
ORD-10203,2023-07-23,2023-07-24,Same Day,CUST-20203,Ali,Corporate,India,Karnataka,Bangalore,Office Supplies,Tables,772.94,6,0.03,700.53,South
ORD-10204,2023-07-24,2023-07-25,Second Class,CUST-20204,Ali,Corporate,India,Maharashtra,Pune,Furniture,Accessories,4842.04,6,0.26,334.8,West
ORD-10205,2023-07-25,2023-07-26,Second Class,CUST-20205,Sara,Corporate,India,Tamil Nadu,Chennai,Office Supplies,Binders,1802.24,9,0.19,139.03,South
ORD-10206,2023-07-26,2023-07-27,Second Class,CUST-20206,Ali,Consumer,India,Delhi,New Delhi,Technology,Phones,6616.3,8,0.22,414.05,North
ORD-10207,2023-07-27,2023-07-28,Standard Class,CUST-20207,Meera,Home Office,India,Tamil Nadu,Coimbatore,Office Supplies,Phones,6124.51,8,0.06,672.87,South
ORD-10208,2023-07-28,2023-07-29,First Class,CUST-20208,Priya,Home Office,India,Delhi,New Delhi,Technology,Tables,2168.2,1,0.16,719.11,North
ORD-10209,2023-07-29,2023-07-30,First Class,CUST-20209,David,Corporate,India,Telangana,Hyderabad,Office Supplies,Phones,5525.87,5,0.22,121.99,South
ORD-10210,2023-07-30,2023-07-31,Second Class,CUST-20210,Meera,Home Office,India,Delhi,New Delhi,Office Supplies,Phones,5662.07,7,0.19,637.51,North
ORD-10211,2023-07-31,2023-08-01,First Class,CUST-20211,David,Home Office,India,Karnataka,Mysore,Office Supplies,Chairs,6908.63,6,0.14,555.13,South
ORD-10212,2023-08-01,2023-08-02,First Class,CUST-20212,David,Home Office,India,Telangana,Hyderabad,Technology,Accessories,4265.31,5,0.29,946.85,South
ORD-10213,2023-08-02,2023-08-03,Second Class,CUST-20213,Priya,Corporate,India,Karnataka,Bangalore,Technology,Accessories,757.37,8,0.2,910.42,South
ORD-10214,2023-08-03,2023-08-04,Second Class,CUST-20214,Sara,Corporate,India,Maharashtra,Pune,Office Supplies,Chairs,4598.49,3,0.27,726.19,West
ORD-10215,2023-08-04,2023-08-05,Same Day,CUST-20215,Ali,Home Office,India,Karnataka,Mysore,Furniture,Chairs,4449.86,6,0.22,640.41,South
ORD-10216,2023-08-05,2023-08-06,First Class,CUST-20216,Priya,Home Office,India,Tamil Nadu,Coimbatore,Office Supplies,Phones,4540.78,5,0.22,56.25,South
ORD-10217,2023-08-06,2023-08-07,Standard Class,CUST-20217,Meera,Corporate,India,Telangana,Warangal,Technology,Storage,2288.59,8,0.02,799.75,South
ORD-10218,2023-08-07,2023-08-08,Second Class,CUST-20218,Sara,Consumer,India,Maharashtra,Mumbai,Office Supplies,Binders,6045.82,4,0.11,255.76,West
ORD-10219,2023-08-08,2023-08-09,Same Day,CUST-20219,Meera,Home Office,India,Maharashtra,Mumbai,Technology,Binders,6724.41,8,0.26,53.91,West
ORD-10220,2023-08-09,2023-08-10,Standard Class,CUST-20220,Sara,Consumer,India,Delhi,New Delhi,Technology,Phones,1680.45,2,0.07,199.41,North
ORD-10221,2023-08-10,2023-08-11,First Class,CUST-20221,Meera,Home Office,India,Maharashtra,Pune,Technology,Binders,799.43,9,0.03,786.72,West
ORD-10222,2023-08-11,2023-08-12,Same Day,CUST-20222,Priya,Consumer,India,Telangana,Hyderabad,Office Supplies,Chairs,1522.84,9,0.1,-106.78,South
ORD-10223,2023-08-12,2023-08-13,Second Class,CUST-20223,Sara,Consumer,India,Delhi,New Delhi,Technology,Accessories,5779.75,6,0.07,293.01,North
ORD-10224,2023-08-13,2023-08-14,Standard Class,CUST-20224,Sara,Consumer,India,Maharashtra,Pune,Technology,Binders,4801.18,4,0.28,340.06,West
ORD-10225,2023-08-14,2023-08-15,Second Class,CUST-20225,David,Corporate,India,Delhi,New Delhi,Office Supplies,Phones,4525.12,4,0.26,-252.38,North
ORD-10226,2023-08-15,2023-08-16,First Class,CUST-20226,David,Consumer,India,Karnataka,Mysore,Technology,Storage,2932.19,6,0.15,-45.53,South
ORD-10227,2023-08-16,2023-08-17,Standard Class,CUST-20227,John,Consumer,India,Telangana,Hyderabad,Office Supplies,Phones,4129.23,5,0.02,774.77,South
ORD-10228,2023-08-17,2023-08-18,First Class,CUST-20228,Meera,Consumer,India,Telangana,Warangal,Technology,Tables,2293.54,6,0.21,780.0,South
ORD-10229,2023-08-18,2023-08-19,First Class,CUST-20229,David,Home Office,India,Karnataka,Bangalore,Furniture,Phones,3444.96,7,0.19,80.14,South
ORD-10230,2023-08-19,2023-08-20,Same Day,CUST-20230,John,Consumer,India,Karnataka,Bangalore,Furniture,Chairs,5592.83,7,0.29,837.37,South
ORD-10231,2023-08-20,2023-08-21,Second Class,CUST-20231,David,Home Office,India,Karnataka,Bangalore,Technology,Accessories,6872.44,9,0.17,703.32,South
ORD-10232,2023-08-21,2023-08-22,Standard Class,CUST-20232,Meera,Consumer,India,Tamil Nadu,Chennai,Furniture,Accessories,6540.92,8,0.1,243.28,South
ORD-10233,2023-08-22,2023-08-23,First Class,CUST-20233,Sara,Consumer,India,Tamil Nadu,Coimbatore,Office Supplies,Binders,6550.29,6,0.16,672.93,South
ORD-10234,2023-08-23,2023-08-24,First Class,CUST-20234,Ali,Corporate,India,Karnataka,Bangalore,Furniture,Chairs,2935.12,6,0.29,949.74,South
ORD-10235,2023-08-24,2023-08-25,Standard Class,CUST-20235,Meera,Home Office,India,Karnataka,Mysore,Technology,Tables,3387.77,5,0.21,296.66,South
ORD-10236,2023-08-25,2023-08-26,First Class,CUST-20236,Priya,Consumer,India,Tamil Nadu,Chennai,Technology,Chairs,4998.32,1,0.2,9.96,South
ORD-10237,2023-08-26,2023-08-27,Same Day,CUST-20237,David,Home Office,India,Maharashtra,Mumbai,Office Supplies,Phones,6470.91,9,0.07,924.36,West
ORD-10238,2023-08-27,2023-08-28,Same Day,CUST-20238,David,Home Office,India,Maharashtra,Nagpur,Technology,Chairs,1165.56,9,0.22,484.87,West
ORD-10239,2023-08-28,2023-08-29,Same Day,CUST-20239,Sara,Corporate,India,Maharashtra,Pune,Office Supplies,Chairs,2268.84,9,0.23,-163.16,West
ORD-10240,2023-08-29,2023-08-30,Same Day,CUST-20240,Priya,Corporate,India,Maharashtra,Nagpur,Furniture,Tables,1146.88,8,0.1,444.49,West
ORD-10241,2023-08-30,2023-08-31,First Class,CUST-20241,Sara,Corporate,India,Telangana,Warangal,Furniture,Phones,4361.66,3,0.15,350.76,South
ORD-10242,2023-08-31,2023-09-01,Standard Class,CUST-20242,Priya,Corporate,India,Karnataka,Mysore,Office Supplies,Storage,2282.85,1,0.09,812.27,South
ORD-10243,2023-09-01,2023-09-02,Standard Class,CUST-20243,Ali,Corporate,India,Telangana,Hyderabad,Office Supplies,Storage,2417.53,8,0.08,389.9,South
ORD-10244,2023-09-02,2023-09-03,Standard Class,CUST-20244,David,Corporate,India,Tamil Nadu,Chennai,Technology,Accessories,682.23,7,0.01,31.8,South
ORD-10245,2023-09-03,2023-09-04,Standard Class,CUST-20245,David,Corporate,India,Delhi,New Delhi,Furniture,Binders,2578.61,5,0.09,578.34,North
ORD-10246,2023-09-04,2023-09-05,Second Class,CUST-20246,Ali,Corporate,India,Maharashtra,Nagpur,Office Supplies,Chairs,6064.98,7,0.17,405.35,West
ORD-10247,2023-09-05,2023-09-06,Standard Class,CUST-20247,John,Consumer,India,Tamil Nadu,Coimbatore,Furniture,Accessories,1784.9,4,0.0,2.96,South
ORD-10248,2023-09-06,2023-09-07,Second Class,CUST-20248,Sara,Home Office,India,Delhi,New Delhi,Office Supplies,Tables,4927.27,9,0.08,445.72,North
ORD-10249,2023-09-07,2023-09-08,Second Class,CUST-20249,Ali,Corporate,India,Maharashtra,Pune,Furniture,Storage,4481.47,2,0.26,768.0,West
ORD-10250,2023-09-08,2023-09-09,Same Day,CUST-20250,Sara,Corporate,India,Karnataka,Mysore,Technology,Chairs,6071.7,9,0.18,-262.86,South
ORD-10251,2023-09-09,2023-09-10,Second Class,CUST-20251,Meera,Home Office,India,Maharashtra,Nagpur,Furniture,Tables,1099.56,9,0.18,520.11,West
ORD-10252,2023-09-10,2023-09-11,First Class,CUST-20252,David,Consumer,India,Delhi,New Delhi,Furniture,Binders,6847.61,5,0.12,154.46,North
ORD-10253,2023-09-11,2023-09-12,Second Class,CUST-20253,Sara,Home Office,India,Tamil Nadu,Coimbatore,Furniture,Tables,4161.87,1,0.2,80.47,South
ORD-10254,2023-09-12,2023-09-13,Same Day,CUST-20254,Priya,Home Office,India,Maharashtra,Nagpur,Furniture,Chairs,6969.22,7,0.06,210.36,West
ORD-10255,2023-09-13,2023-09-14,Second Class,CUST-20255,Sara,Corporate,India,Karnataka,Mysore,Furniture,Binders,6398.3,4,0.25,144.63,South
ORD-10256,2023-09-14,2023-09-15,First Class,CUST-20256,Meera,Home Office,India,Maharashtra,Pune,Technology,Tables,1706.32,9,0.04,781.91,West
ORD-10257,2023-09-15,2023-09-16,First Class,CUST-20257,David,Home Office,India,Delhi,New Delhi,Office Supplies,Binders,581.9,6,0.2,57.24,North
ORD-10258,2023-09-16,2023-09-17,First Class,CUST-20258,Ali,Corporate,India,Karnataka,Mysore,Furniture,Chairs,1938.35,3,0.1,653.1,South
ORD-10259,2023-09-17,2023-09-18,Same Day,CUST-20259,Meera,Corporate,India,Telangana,Warangal,Technology,Chairs,3787.43,6,0.22,-177.72,South
ORD-10260,2023-09-18,2023-09-19,Same Day,CUST-20260,David,Corporate,India,Tamil Nadu,Chennai,Furniture,Binders,1366.86,6,0.16,936.82,South
ORD-10261,2023-09-19,2023-09-20,Standard Class,CUST-20261,Sara,Corporate,India,Maharashtra,Nagpur,Furniture,Phones,1338.73,5,0.14,509.01,West
ORD-10262,2023-09-20,2023-09-21,Same Day,CUST-20262,John,Home Office,India,Karnataka,Bangalore,Office Supplies,Accessories,3345.64,2,0.05,618.73,South
ORD-10263,2023-09-21,2023-09-22,First Class,CUST-20263,John,Home Office,India,Delhi,New Delhi,Furniture,Tables,426.22,2,0.19,87.45,North
ORD-10264,2023-09-22,2023-09-23,First Class,CUST-20264,Priya,Consumer,India,Telangana,Warangal,Technology,Tables,1028.84,7,0.29,235.73,South
ORD-10265,2023-09-23,2023-09-24,Same Day,CUST-20265,David,Consumer,India,Delhi,New Delhi,Technology,Phones,3027.86,2,0.25,-9.09,North
ORD-10266,2023-09-24,2023-09-25,Second Class,CUST-20266,John,Home Office,India,Karnataka,Bangalore,Office Supplies,Phones,629.28,6,0.02,912.3,South
ORD-10267,2023-09-25,2023-09-26,Same Day,CUST-20267,Ali,Consumer,India,Delhi,New Delhi,Furniture,Phones,2897.93,5,0.11,334.54,North
ORD-10268,2023-09-26,2023-09-27,Same Day,CUST-20268,David,Home Office,India,Tamil Nadu,Chennai,Technology,Storage,3423.24,4,0.28,519.58,South
ORD-10269,2023-09-27,2023-09-28,First Class,CUST-20269,Ali,Consumer,India,Maharashtra,Nagpur,Furniture,Storage,3268.61,7,0.15,654.55,West
ORD-10270,2023-09-28,2023-09-29,Standard Class,CUST-20270,Ali,Corporate,India,Telangana,Hyderabad,Furniture,Binders,6110.39,8,0.2,182.44,South
ORD-10271,2023-09-29,2023-09-30,First Class,CUST-20271,John,Consumer,India,Delhi,New Delhi,Furniture,Storage,3804.42,4,0.27,636.13,North
ORD-10272,2023-09-30,2023-10-01,Standard Class,CUST-20272,David,Corporate,India,Telangana,Hyderabad,Office Supplies,Chairs,3382.27,1,0.26,578.79,South
ORD-10273,2023-10-01,2023-10-02,First Class,CUST-20273,Sara,Corporate,India,Tamil Nadu,Coimbatore,Furniture,Binders,2992.82,1,0.15,617.36,South
ORD-10274,2023-10-02,2023-10-03,Same Day,CUST-20274,Meera,Corporate,India,Telangana,Warangal,Technology,Tables,5759.84,1,0.13,336.0,South
ORD-10275,2023-10-03,2023-10-04,First Class,CUST-20275,John,Corporate,India,Maharashtra,Mumbai,Furniture,Accessories,6286.38,1,0.1,197.82,West
ORD-10276,2023-10-04,2023-10-05,First Class,CUST-20276,John,Consumer,India,Delhi,New Delhi,Technology,Chairs,6002.05,5,0.22,-11.29,North
ORD-10277,2023-10-05,2023-10-06,First Class,CUST-20277,Sara,Home Office,India,Karnataka,Bangalore,Furniture,Tables,4780.12,4,0.09,772.01,South
ORD-10278,2023-10-06,2023-10-07,Same Day,CUST-20278,David,Corporate,India,Telangana,Warangal,Technology,Tables,1134.06,9,0.07,490.86,South
ORD-10279,2023-10-07,2023-10-08,Same Day,CUST-20279,David,Consumer,India,Telangana,Hyderabad,Technology,Binders,2082.72,3,0.11,277.66,South
ORD-10280,2023-10-08,2023-10-09,Same Day,CUST-20280,Ali,Corporate,India,Tamil Nadu,Coimbatore,Furniture,Phones,513.23,7,0.05,927.19,South
ORD-10281,2023-10-09,2023-10-10,Same Day,CUST-20281,Sara,Consumer,India,Maharashtra,Pune,Furniture,Phones,6529.6,8,0.21,-237.81,West
ORD-10282,2023-10-10,2023-10-11,Standard Class,CUST-20282,Sara,Consumer,India,Karnataka,Mysore,Technology,Chairs,4693.43,6,0.18,805.22,South
ORD-10283,2023-10-11,2023-10-12,Standard Class,CUST-20283,David,Consumer,India,Karnataka,Bangalore,Office Supplies,Phones,5275.27,1,0.14,996.86,South
ORD-10284,2023-10-12,2023-10-13,Second Class,CUST-20284,Ali,Home Office,India,Tamil Nadu,Madurai,Furniture,Tables,2318.69,8,0.12,853.02,South
ORD-10285,2023-10-13,2023-10-14,Same Day,CUST-20285,John,Consumer,India,Delhi,New Delhi,Office Supplies,Phones,5950.44,3,0.27,753.57,North
ORD-10286,2023-10-14,2023-10-15,Standard Class,CUST-20286,Priya,Consumer,India,Karnataka,Bangalore,Furniture,Storage,1965.3,8,0.01,186.6,South
ORD-10287,2023-10-15,2023-10-16,First Class,CUST-20287,Meera,Home Office,India,Karnataka,Bangalore,Furniture,Phones,211.18,4,0.23,0.71,South
ORD-10288,2023-10-16,2023-10-17,Same Day,CUST-20288,John,Home Office,India,Telangana,Hyderabad,Furniture,Tables,2759.62,8,0.27,655.31,South
ORD-10289,2023-10-17,2023-10-18,Second Class,CUST-20289,David,Consumer,India,Delhi,New Delhi,Furniture,Binders,4081.18,1,0.13,95.95,North
ORD-10290,2023-10-18,2023-10-19,Second Class,CUST-20290,Meera,Home Office,India,Tamil Nadu,Chennai,Office Supplies,Chairs,3455.19,3,0.17,-71.15,South
ORD-10291,2023-10-19,2023-10-20,Second Class,CUST-20291,Priya,Corporate,India,Maharashtra,Mumbai,Furniture,Accessories,6062.12,6,0.28,722.48,West
ORD-10292,2023-10-20,2023-10-21,First Class,CUST-20292,Priya,Corporate,India,Delhi,New Delhi,Technology,Phones,916.76,9,0.06,106.31,North
ORD-10293,2023-10-21,2023-10-22,Standard Class,CUST-20293,Ali,Home Office,India,Karnataka,Bangalore,Technology,Tables,3966.0,2,0.16,888.77,South
ORD-10294,2023-10-22,2023-10-23,First Class,CUST-20294,Meera,Home Office,India,Tamil Nadu,Madurai,Office Supplies,Accessories,3688.26,1,0.14,792.82,South
ORD-10295,2023-10-23,2023-10-24,Same Day,CUST-20295,Ali,Consumer,India,Tamil Nadu,Madurai,Furniture,Accessories,2113.47,3,0.08,801.93,South
ORD-10296,2023-10-24,2023-10-25,Second Class,CUST-20296,John,Home Office,India,Delhi,New Delhi,Technology,Storage,5791.15,4,0.25,703.04,North
ORD-10297,2023-10-25,2023-10-26,First Class,CUST-20297,Sara,Consumer,India,Karnataka,Bangalore,Office Supplies,Accessories,5319.37,5,0.27,845.15,South
ORD-10298,2023-10-26,2023-10-27,First Class,CUST-20298,Sara,Corporate,India,Maharashtra,Mumbai,Furniture,Binders,5183.44,3,0.23,747.47,West
ORD-10299,2023-10-27,2023-10-28,Standard Class,CUST-20299,Sara,Home Office,India,Maharashtra,Nagpur,Technology,Tables,6158.11,2,0.06,483.26,West
ORD-10300,2023-10-28,2023-10-29,Standard Class,CUST-20300,Meera,Consumer,India,Tamil Nadu,Madurai,Technology,Tables,5114.94,2,0.03,84.57,South
ORD-10301,2023-10-29,2023-10-30,Second Class,CUST-20301,Sara,Consumer,India,Tamil Nadu,Coimbatore,Office Supplies,Phones,1776.52,7,0.18,854.67,South
ORD-10302,2023-10-30,2023-10-31,First Class,CUST-20302,John,Corporate,India,Tamil Nadu,Chennai,Furniture,Phones,4997.83,9,0.02,792.78,South
ORD-10303,2023-10-31,2023-11-01,First Class,CUST-20303,Ali,Home Office,India,Delhi,New Delhi,Furniture,Phones,2292.38,2,0.2,314.74,North
ORD-10304,2023-11-01,2023-11-02,Standard Class,CUST-20304,Meera,Corporate,India,Tamil Nadu,Coimbatore,Technology,Binders,1846.79,7,0.16,-249.2,South
ORD-10305,2023-11-02,2023-11-03,First Class,CUST-20305,Ali,Consumer,India,Maharashtra,Nagpur,Technology,Accessories,696.42,7,0.2,530.11,West
ORD-10306,2023-11-03,2023-11-04,First Class,CUST-20306,Meera,Consumer,India,Telangana,Hyderabad,Technology,Accessories,5259.39,7,0.18,-234.22,South
ORD-10307,2023-11-04,2023-11-05,First Class,CUST-20307,Ali,Home Office,India,Delhi,New Delhi,Furniture,Storage,5034.81,3,0.13,904.16,North
ORD-10308,2023-11-05,2023-11-06,Standard Class,CUST-20308,Priya,Consumer,India,Delhi,New Delhi,Office Supplies,Binders,1794.6,7,0.06,950.12,North
ORD-10309,2023-11-06,2023-11-07,Second Class,CUST-20309,Ali,Home Office,India,Maharashtra,Mumbai,Office Supplies,Phones,5295.78,1,0.09,-53.66,West
ORD-10310,2023-11-07,2023-11-08,Same Day,CUST-20310,Sara,Corporate,India,Telangana,Warangal,Furniture,Chairs,6441.32,1,0.16,579.31,South
ORD-10311,2023-11-08,2023-11-09,Second Class,CUST-20311,Priya,Home Office,India,Tamil Nadu,Madurai,Office Supplies,Storage,934.6,5,0.2,-180.05,South
ORD-10312,2023-11-09,2023-11-10,Same Day,CUST-20312,Ali,Home Office,India,Delhi,New Delhi,Technology,Chairs,1781.93,2,0.23,648.37,North
ORD-10313,2023-11-10,2023-11-11,First Class,CUST-20313,Meera,Consumer,India,Delhi,New Delhi,Office Supplies,Accessories,5301.77,9,0.23,151.47,North
ORD-10314,2023-11-11,2023-11-12,Second Class,CUST-20314,Meera,Consumer,India,Telangana,Warangal,Office Supplies,Storage,2066.65,7,0.29,585.37,South
ORD-10315,2023-11-12,2023-11-13,Same Day,CUST-20315,Meera,Home Office,India,Maharashtra,Mumbai,Office Supplies,Storage,4447.72,4,0.09,184.74,West
ORD-10316,2023-11-13,2023-11-14,Standard Class,CUST-20316,David,Consumer,India,Telangana,Warangal,Technology,Tables,751.92,4,0.02,-110.76,South
ORD-10317,2023-11-14,2023-11-15,Standard Class,CUST-20317,John,Consumer,India,Tamil Nadu,Madurai,Furniture,Accessories,3274.98,2,0.1,227.94,South
ORD-10318,2023-11-15,2023-11-16,Second Class,CUST-20318,Meera,Consumer,India,Maharashtra,Mumbai,Technology,Accessories,5225.82,5,0.22,-153.52,West
ORD-10319,2023-11-16,2023-11-17,Second Class,CUST-20319,Priya,Home Office,India,Tamil Nadu,Madurai,Furniture,Binders,4868.29,4,0.13,449.95,South
ORD-10320,2023-11-17,2023-11-18,First Class,CUST-20320,Meera,Consumer,India,Maharashtra,Mumbai,Furniture,Storage,5742.49,1,0.25,-246.76,West
ORD-10321,2023-11-18,2023-11-19,Second Class,CUST-20321,David,Home Office,India,Karnataka,Mysore,Furniture,Accessories,6166.67,8,0.16,385.52,South
ORD-10322,2023-11-19,2023-11-20,First Class,CUST-20322,Sara,Consumer,India,Karnataka,Bangalore,Office Supplies,Storage,5457.65,3,0.28,852.28,South
ORD-10323,2023-11-20,2023-11-21,First Class,CUST-20323,Priya,Corporate,India,Telangana,Hyderabad,Office Supplies,Binders,4766.8,6,0.28,789.24,South
ORD-10324,2023-11-21,2023-11-22,Standard Class,CUST-20324,David,Consumer,India,Maharashtra,Nagpur,Furniture,Binders,415.71,4,0.02,847.62,West
ORD-10325,2023-11-22,2023-11-23,Standard Class,CUST-20325,Sara,Consumer,India,Telangana,Warangal,Furniture,Tables,3837.77,9,0.14,898.66,South
ORD-10326,2023-11-23,2023-11-24,Same Day,CUST-20326,Priya,Home Office,India,Delhi,New Delhi,Office Supplies,Storage,456.34,7,0.18,-164.11,North
ORD-10327,2023-11-24,2023-11-25,Standard Class,CUST-20327,Ali,Home Office,India,Tamil Nadu,Coimbatore,Technology,Accessories,5694.86,9,0.08,-132.63,South
ORD-10328,2023-11-25,2023-11-26,Standard Class,CUST-20328,John,Consumer,India,Karnataka,Mysore,Furniture,Accessories,2380.93,3,0.12,424.11,South
ORD-10329,2023-11-26,2023-11-27,Second Class,CUST-20329,John,Corporate,India,Tamil Nadu,Chennai,Technology,Storage,4024.52,1,0.2,862.16,South
ORD-10330,2023-11-27,2023-11-28,Standard Class,CUST-20330,David,Consumer,India,Maharashtra,Pune,Office Supplies,Storage,2100.23,5,0.07,966.65,West
ORD-10331,2023-11-28,2023-11-29,Same Day,CUST-20331,Sara,Consumer,India,Tamil Nadu,Coimbatore,Furniture,Storage,5521.0,3,0.18,-239.86,South
ORD-10332,2023-11-29,2023-11-30,Second Class,CUST-20332,John,Corporate,India,Telangana,Warangal,Technology,Phones,6228.22,6,0.21,162.51,South
ORD-10333,2023-11-30,2023-12-01,Same Day,CUST-20333,Sara,Home Office,India,Karnataka,Bangalore,Technology,Accessories,2910.77,8,0.03,-23.24,South
ORD-10334,2023-12-01,2023-12-02,Standard Class,CUST-20334,Sara,Consumer,India,Maharashtra,Mumbai,Technology,Binders,6067.87,4,0.15,682.76,West
ORD-10335,2023-12-02,2023-12-03,Same Day,CUST-20335,David,Home Office,India,Telangana,Warangal,Office Supplies,Accessories,2016.11,5,0.08,532.25,South
ORD-10336,2023-12-03,2023-12-04,Second Class,CUST-20336,David,Home Office,India,Maharashtra,Mumbai,Office Supplies,Phones,3835.69,5,0.22,-144.15,West
